customer_id,age,tenure_months,contract_type,internet_service,tech_support,payment_method,monthly_charges,total_charges,num_support_calls,churn
2533,43.0,5.0,Month-to-month,DSL,No,Electronic check,63.26,324.54,0,0
1505,38.0,7.0,Two year,Fiber optic,Yes,Electronic check,39.2,271.75,1,0
1690,40.0,19.0,Two year,Fiber optic,No,Electronic check,117.33,,0,0
2143,47.0,15.0,Month-to-month,DSL,No,Bank transfer,76.84,1109.4,3,0
1385,47.0,16.0,Month-to-month,DSL,No,Electronic check,69.79,975.4,0,0
2905,52.0,33.0,Month-to-month,Fiber optic,Yes,Mailed check,33.11,933.24,0,0
1215,56.0,12.0,Two year,Fiber optic,Yes,Credit card,77.84,956.81,2,0
2648,63.0,1.0,Month-to-month,Fiber optic,Yes,Bank transfer,69.5,59.36,1,0
1926,37.0,36.0,One year,Fiber optic,Yes,Electronic check,54.56,1807.01,2,0
2504,42.0,35.0,Month-to-month,Fiber optic,No,Credit card,62.12,2468.41,0,0
2644,29.0,14.0,Month-to-month,Fiber optic,No,Mailed check,72.7,1066.58,3,1
2687,48.0,8.0,Month-to-month,DSL,No,Electronic check,33.43,228.66,1,0
1675,33.0,0.0,One year,No,Yes,Mailed check,77.34,0.0,0,0
1577,57.0,19.0,Month-to-month,Fiber optic,No,Bank transfer,58.84,1150.53,4,0
1540,58.0,17.0,Two year,DSL,Yes,Credit card,58.92,969.95,2,0
2615,85.0,10.0,Month-to-month,No,No,Bank transfer,85.68,953.82,3,1
1515,56.0,20.0,Two year,DSL,No,Electronic check,71.08,1367.73,3,0
1776,34.0,30.0,Month-to-month,Fiber optic,No,Electronic check,51.86,1484.22,3,0
1061,42.0,1.0,One year,Fiber optic,No,Bank transfer,78.77,72.56,1,0
1181,32.0,13.0,Month-to-month,DSL,Yes,Electronic check,52.56,640.6,1,0
1084,33.0,0.0,Month-to-month,DSL,No,Mailed check,63.38,0.0,3,1
2018,40.0,17.0,Month-to-month,DSL,No,Credit card,82.16,1440.96,0,0
2509,67.0,1.0,Month-to-month,Fiber optic,No,Mailed check,66.7,67.37,2,1
2474,33.0,22.0,One year,DSL,No,Credit card,83.59,2049.51,2,0
2193,50.0,34.0,Two year,Fiber optic,No,Mailed check,40.54,1304.52,1,0
2944,54.0,17.0,Month-to-month,Fiber optic,,Mailed check,60.99,1175.11,3,0
2008,61.0,6.0,Month-to-month,Fiber optic,Yes,Mailed check,75.54,423.55,3,1
1197,47.0,30.0,Month-to-month,Fiber optic,Yes,Electronic check,42.87,1141.36,0,0
1248,71.0,2.0,Month-to-month,Fiber optic,Yes,Electronic check,40.8,77.18,2,0
1354,45.0,0.0,Month-to-month,DSL,Yes,Bank transfer,54.69,0.0,2,0
2650,54.0,12.0,Month-to-month,DSL,No,Credit card,62.45,846.59,0,1
1173,50.0,31.0,Month-to-month,Fiber optic,Yes,Electronic check,85.58,2550.99,0,0
2281,43.0,5.0, Month-to-month ,Fiber optic,No,Mailed check,99.0,448.25,1,1
1756,52.0,5.0,Two year,DSL,No,Mailed check,63.82,352.58,1,0
2079,,41.0,One year,DSL,No,Credit card,65.89,2877.58,3,0
2014,71.0,1.0,Month-to-month,No,No,Mailed check,37.7,35.27,1,0
1080,42.0,14.0,Month-to-month,DSL,No,Bank transfer,90.74,1199.09,2,0
2557,33.0,22.0,Month-to-month,DSL,No,Mailed check,59.72,1414.19,1,0
1862,68.0,11.0,Two year,Fiber optic,No,Credit card,93.74,1032.05,0,0
1627,43.0,4.0,Two year,Fiber optic,No,Credit card,52.96,213.74,4,0
1557,39.0,11.0,One year,Fiber optic,Yes,Credit card,62.63,589.24,1,0
2320,46.0,21.0,Month-to-month,Fiber optic,No,Credit card,52.04,1187.23,1,0
1852,35.0,1.0,Month-to-month,No,Yes,Mailed check,78.8,85.57,2,0
1582,54.0,33.0, One year ,Fiber optic,Yes,Electronic check,52.9,1802.45,0,0
1581,39.0,36.0,Month-to-month,Fiber optic,Yes,Bank transfer,60.98,1877.91,1,1
2264,48.0,5.0,Two year,DSL,Yes,Mailed check,94.54,539.76,3,0
1066,44.0,8.0,Month-to-month,DSL,No,Mailed check,65.18,568.76,5,0
1479,62.0,21.0,Month-to-month,No,No,Bank transfer,91.35,1876.25,3,1
2886,33.0,2.0,Month-to-month,Fiber optic,No,Electronic check,60.42,126.01,3,0
1155,34.0,0.0,Month-to-month,Fiber optic,No,Bank transfer,60.46,0.0,2,1
2078,68.0,0.0,Month-to-month,Fiber optic,No,Credit card,43.6,0.0,4,1
2291,82.0,23.0,Month-to-month,Fiber optic,No,Electronic check,99.35,2566.85,1,0
2357,51.0,13.0,One year,Fiber optic,Yes,Credit card,31.63,377.11,0,0
2619,62.0,2.0,Month-to-month,Fiber optic,No,Mailed check,66.56,150.71,1,0
2330,68.0,16.0,One year,Fiber optic,No,Electronic check,106.59,1656.26,2,1
1538,60.0,10.0,Two year,Fiber optic,No,Bank transfer,46.62,441.97,0,0
2636,31.0,3.0,Two year,Fiber optic,No,Mailed check,54.28,159.37,4,0
1547,42.0,22.0,Month-to-month,DSL,No,Electronic check,73.45,1852.71,1,0
1954,44.0,72.0, Month-to-month ,DSL,No,Bank transfer,74.26,6038.92,4,0
1368,46.0,27.0,One year,Fiber optic,No,Electronic check,92.92,2373.3,1,0
1613,28.0,0.0,One year,DSL,No,Credit card,40.76,0.0,0,1
2686,38.0,0.0,Two year,DSL,No,Credit card,28.24,0.0,2,0
2954,36.0,7.0,Two year,No,No,Bank transfer,55.87,350.5,1,0
2072,46.0,22.0,Two year,Fiber optic,No,Bank transfer,50.86,1237.95,3,0
1456,43.0,17.0,Month-to-month,DSL,No,Mailed check,82.52,1451.85,4,0
1897,47.0,21.0,One year,Fiber optic,No,Bank transfer,50.55,1079.3,0,0
2377,61.0,1.0,Month-to-month,Fiber optic,Yes,Credit card,92.98,98.26,1,0
2958,61.0,27.0,Month-to-month,DSL,Yes,Electronic check,52.7,1340.25,1,1
1361,68.0,7.0,Month-to-month,DSL,No,Mailed check,44.14,346.38,0,0
2369,32.0,8.0,Month-to-month,Fiber optic,No,Bank transfer,77.58,,0,0
2921,56.0,42.0,One year,Fiber optic,Yes,Electronic check,83.21,3781.99,0,0
2468,27.0,43.0,Month-to-month,DSL,No,Electronic check,61.54,2798.83,1,0
2793,55.0,1.0,Month-to-month,DSL,No,Bank transfer,107.11,121.37,1,1
2309,52.0,16.0,Month-to-month,Fiber optic,Yes,Electronic check,80.09,1344.44,4,0
2889,45.0,31.0,One year,Fiber optic,Yes,Mailed check,92.47,2566.14,1,0
1333,35.0,39.0,One year,FIBER OPTIC,Yes,Mailed check,24.71,916.85,4,0
2711,43.0,10.0,Month-to-month,DSL,No,Mailed check,57.18,512.59,0,0
2951,64.0,11.0,Month-to-month,Fiber optic,No,Bank transfer,106.75,1246.04,2,0
2629,58.0,33.0,One year,DSL,No,Credit card,35.03,1114.64,0,0
1156,73.0,29.0,Month-to-month,Fiber optic,Yes,Mailed check,15.0,487.41,2,1
2836,28.0,42.0,Month-to-month,Fiber optic,No,Mailed check,89.1,3493.79,1,0
1448,37.0,3.0,One year,FIBER OPTIC,No,Credit card,64.44,176.09,1,0
2520,63.0,22.0,One year,Fiber optic,No,Credit card,52.98,1099.74,1,0
2742,46.0,16.0,Month-to-month,DSL,No,Mailed check,71.4,1185.86,1,0
2901,40.0,26.0,One year,FIBER OPTIC,Yes,Mailed check,90.54,,1,0
2910,71.0,11.0,Month-to-month,DSL,No,Bank transfer,82.58,1037.06,0,0
2435,49.0,5.0,Month-to-month,Fiber optic,No,Bank transfer,34.14,172.65,0,0
2981,24.0,4.0,Month-to-month,Fiber optic,No,Mailed check,51.67,220.43,1,0
1141,65.0,10.0,Month-to-month,Fiber optic,No,Bank transfer,44.3,385.03,3,0
1346,23.0,3.0,Month-to-month,DSL,No,Bank transfer,96.24,318.71,3,1
1465,,9.0,Month-to-month,Fiber optic,No,Mailed check,70.16,549.2,0,1
2543,38.0,8.0,Month-to-month,Fiber optic,Yes,Bank transfer,76.34,544.17,0,0
2479,38.0,3.0,Two year,Fiber optic,Yes,Bank transfer,72.23,247.99,0,0
2449,45.0,10.0,Two year,DSL,No,Bank transfer,74.58,667.74,3,0
1335,43.0,1.0,Month-to-month,Fiber optic,No,Bank transfer,56.59,50.12,0,0
2736,29.0,16.0,Two year,Fiber optic,No,Electronic check,52.06,944.39,0,0
1369,33.0,38.0,Month-to-month,No,Yes,Bank transfer,69.66,2626.04,1,0
2184,30.0,12.0,Month-to-month,No,No,Bank transfer,15.0,165.08,3,0
1524,34.0,8.0,Two year,No,Yes,Mailed check,105.74,963.56,1,1
1014,19.0,1.0,Two year,DSL,No,Credit card,84.55,,2,0
2130,50.0,32.0,Month-to-month,FIBER OPTIC,Yes,Electronic check,90.18,2851.46,0,1
1334,60.0,5.0,Month-to-month,Fiber optic,No,Credit card,58.43,279.12,1,1
2304,53.0,19.0,Two year,Fiber optic,No,Mailed check,38.39,673.85,3,0
2405,34.0,3.0,Two year,DSL,Yes,Bank transfer,63.78,201.94,3,0
2969,62.0,45.0,Month-to-month,No,Yes,Bank transfer,84.38,3444.34,0,0
2180,48.0,4.0,One year,DSL,No,Electronic check,65.38,294.37,1,0
2660,65.0,2.0,Month-to-month,Fiber optic,Yes,Electronic check,40.86,92.07,1,0
1599,51.0,22.0,Month-to-month,DSL,No,Mailed check,63.42,1467.42,3,0
1851,37.0,17.0,Month-to-month,Fiber optic,No,Bank transfer,70.58,1169.15,1,1
1400,21.0,9.0,One year,DSL,No,Bank transfer,22.77,185.5,2,0
1204,24.0,6.0,Month-to-month,Fiber optic,No,Bank transfer,65.2,442.64,5,1
2416,46.0,0.0,Month-to-month,Fiber optic,No,Mailed check,91.21,0.0,3,0
2055,35.0,7.0,Month-to-month,Fiber optic,Yes,Electronic check,105.41,827.5,2,0
1846,49.0,46.0,Month-to-month,DSL,No,Bank transfer,94.34,4299.84,0,0
1336,33.0,1.0,Month-to-month,No,No,Credit card,89.01,79.58,1,0
1006,69.0,2.0,Month-to-month,Fiber optic,No,Mailed check,40.67,77.24,1,1
2829,45.0,37.0,Two year,Fiber optic,No,Mailed check,35.52,1334.33,5,0
1308,53.0,5.0,Month-to-month,DSL,No,Mailed check,75.73,327.54,1,1
2755,66.0,18.0,Two year,DSL,Yes,Mailed check,106.87,2099.98,2,0
1431,18.0,70.0,Month-to-month,Fiber optic,No,Credit card,29.41,2282.91,1,1
2370,42.0,22.0,Two year,DSL,No,Credit card,57.03,1218.67,2,0
2834,36.0,17.0,One year,DSL,No,Mailed check,60.56,1010.4,0,0
2299,50.0,17.0,Month-to-month,NO,No,Bank transfer,80.9,1220.54,1,0
1778,44.0,32.0,Month-to-month,Fiber optic,Yes,Credit card,48.19,1533.79,1,0
1287,54.0,50.0, Month-to-month ,DSL,No,Mailed check,71.08,3649.69,0,0
2101,18.0,72.0,Month-to-month,DSL,No,Electronic check,71.08,5515.59,3,0
1735,52.0,43.0,One year,DSL,No,Mailed check,90.91,3550.38,1,0
2215,64.0,7.0,Month-to-month,No,No,Bank transfer,25.1,163.46,0,0
1681,28.0,5.0,One year,DSL,Yes,Mailed check,51.91,275.63,2,0
1259,57.0,4.0,Month-to-month,No,Yes,Mailed check,29.17,108.96,1,0
2848,60.0,7.0,Month-to-month,No,No,Electronic check,73.55,475.21,2,1
1614,82.0,7.0,One year,Fiber optic,Yes,Bank transfer,67.76,544.15,1,1
1991,18.0,1.0,Month-to-month,No,No,Mailed check,40.39,39.66,2,1
2528,38.0,11.0,Two year,No,Yes,Mailed check,25.44,280.33,2,0
1363,51.0,0.0,Month-to-month,Fiber optic,No,Mailed check,79.26,0.0,1,1
2799,45.0,16.0,One year,DSL,Yes,Credit card,15.0,262.91,2,0
1771,37.0,30.0,Month-to-month,DSL,No,Mailed check,44.38,1252.99,5,0
1301,37.0,9.0,Month-to-month,Fiber optic,No,Credit card,79.56,671.24,1,1
1398,43.0,14.0,Month-to-month,DSL,Yes,Credit card,113.09,1434.16,1,1
2871,42.0,4.0,Two year,No,No,Mailed check,81.49,282.69,4,0
1382,18.0,18.0,Two year,FIBER OPTIC,Yes,Electronic check,73.69,1401.79,1,0
1532,44.0,27.0,Two year,Fiber optic,No,Bank transfer,88.94,2508.58,1,0
2353,56.0,10.0,Month-to-month,FIBER OPTIC,No,Mailed check,46.8,498.66,1,1
2205,46.0,23.0,Month-to-month,Fiber optic,No,Electronic check,33.4,747.09,2,1
2555,51.0,4.0,Month-to-month,No,No,Electronic check,68.09,236.21,4,0
1501,74.0,6.0,Month-to-month,Fiber optic,No,Mailed check,100.51,522.2,0,1
1940,26.0,1.0,Month-to-month,Fiber optic,No,Credit card,69.2,,1,0
2541,72.0,1.0,One year,Fiber optic,No,Credit card,86.1,94.41,4,0
2255,27.0,72.0,Month-to-month,Fiber optic,No,Credit card,78.27,4938.66,1,0
1997,55.0,3.0,One year,Fiber optic,Yes,Electronic check,87.97,289.03,0,0
2293,58.0,1.0,Month-to-month,Fiber optic,No,Mailed check,76.88,76.81,3,1
1560,49.0,18.0,Month-to-month,Fiber optic,Yes,Credit card,63.49,1117.64,0,0
2515,43.0,6.0,Month-to-month,No,No,Electronic check,70.04,432.7,2,0
2669,53.0,14.0,Month-to-month,Fiber optic,No,Bank transfer,115.56,1493.66,1,1
1318,50.0,15.0,One year,DSL,Yes,Credit card,79.65,1373.54,0,0
1891,53.0,53.0,One year,Fiber optic,Yes,Electronic check,72.15,3780.45,1,0
2152,35.0,19.0,One year,Fiber optic,Yes,Mailed check,65.04,1164.71,2,0
2450,50.0,15.0,Month-to-month,Fiber optic,Yes,Mailed check,77.48,1115.87,2,1
1033,29.0,44.0,Month-to-month,Fiber optic,Yes,Electronic check,661.7,2584.04,2,0
1111,45.0,21.0,Two year,Fiber optic,No,Bank transfer,101.32,2216.26,1,0
2132,69.0,28.0,Two year,Fiber optic,Yes,Electronic check,65.66,1796.07,2,0
1911,48.0,21.0,Month-to-month,DSL,Yes,Electronic check,31.19,591.72,1,0
1272,62.0,52.0,One year,Fiber optic,No,Credit card,64.82,3288.6,5,0
1185,56.0,63.0, Month-to-month ,Fiber optic,Yes,Mailed check,76.79,4189.7,1,1
1807,38.0,2.0,Two year,DSL,Yes,Mailed check,40.89,78.97,5,0
2561,34.0,17.0,Month-to-month,Fiber optic,No,Credit card,43.69,805.3,2,1
2940,50.0,30.0,Two year,No,Yes,Electronic check,97.3,2881.63,1,1
2870,28.0,8.0,One year,Fiber optic,Yes,Bank transfer,64.09,556.17,1,0
2158,60.0,27.0,Month-to-month,DSL,Yes,Bank transfer,43.29,1211.85,2,0
1930,37.0,13.0,Month-to-month,DSL,Yes,Bank transfer,52.81,678.04,1,0
1040,56.0,6.0,Month-to-month,Fiber optic,No,Bank transfer,79.91,412.18,1,1
2866,60.0,11.0,Month-to-month,No,No,Electronic check,49.28,493.3,1,0
2039,61.0,29.0,Two year,No,No,Mailed check,75.63,1938.78,1,0
2042,61.0,61.0,One year,No,No,Electronic check,74.66,4505.38,2,0
2466,70.0,21.0,Month-to-month,Fiber optic,No,Electronic check,82.73,1917.2,0,1
2351,18.0,37.0,Month-to-month,DSL,Yes,Electronic check,59.86,2329.63,3,0
2623,35.0,72.0,Month-to-month,DSL,Yes,Electronic check,74.98,4952.05,1,0
1748,36.0,21.0, One year ,No,No,Bank transfer,15.0,339.88,0,0
1071,68.0,8.0,One year,Fiber optic,No,Bank transfer,46.8,383.45,1,0
2881,69.0,32.0,Month-to-month,DSL,,Credit card,74.54,2400.76,2,0
2137,27.0,17.0, One year ,Fiber optic,No,Credit card,52.79,1029.27,3,0
2209,71.0,8.0,One year,Fiber optic,No,Bank transfer,83.48,689.78,0,1
2556,59.0,7.0,Month-to-month,DSL,Yes,Electronic check,61.89,390.22,1,0
2932,38.0,4.0,Month-to-month,Fiber optic,No,Bank transfer,83.84,385.34,0,1
2840,43.0,2.0,Month-to-month,Fiber optic,No,Electronic check,47.85,99.62,4,1
1738,70.0,10.0,Two year,Fiber optic,Yes,Credit card,107.49,966.46,2,0
2841,18.0,1.0,Two year,No,No,Credit card,49.57,47.37,3,0
1694,54.0,16.0,Two year,FIBER OPTIC,No,Electronic check,45.52,693.14,0,0
1932,23.0,3.0,Month-to-month,DSL,No,Electronic check,77.41,214.71,1,1
2606,47.0,6.0,Month-to-month,No,No,Electronic check,90.74,624.53,1,1
1827,37.0,30.0,Month-to-month,No,No,Electronic check,16.26,476.89,4,0
2462,42.0,1.0,Two year,Fiber optic,No,Bank transfer,73.54,80.82,1,0
1888,54.0,5.0,Two year,Fiber optic,No,Credit card,30.14,153.73,0,0
2282,56.0,10.0,Month-to-month,Fiber optic,Yes,Mailed check,33.89,309.02,1,0
2551,42.0,1.0,One year,DSL,No,Bank transfer,78.41,77.32,7,0
2153,25.0,23.0,One year,DSL,Yes,Mailed check,75.37,1900.8,0,0
1384,34.0,2.0,Two year,NO,,Bank transfer,73.89,127.96,0,0
2925,31.0,9.0,Month-to-month,DSL,Yes,Electronic check,27.03,274.54,2,0
2685,63.0,48.0,Month-to-month,DSL,No,Bank transfer,84.58,4659.97,1,0
2751,55.0,18.0,Month-to-month,Fiber optic,Yes,Credit card,75.7,1526.1,1,1
1386,50.0,25.0,Month-to-month,No,No,Electronic check,77.66,1662.37,1,0
1089,53.0,29.0,One year,Fiber optic,No,Mailed check,62.91,2083.24,0,0
1823,40.0,18.0,Month-to-month,No,No,Bank transfer,15.0,303.23,2,0
1307,36.0,14.0,Month-to-month,DSL,Yes,Mailed check,82.76,1288.84,2,0
1286,43.0,10.0,Month-to-month,DSL,No,Mailed check,88.75,1020.44,1,0
1949,49.0,43.0,Two year,DSL,No,Electronic check,84.16,3218.32,0,0
1146,26.0,66.0,Month-to-month,Fiber optic,Yes,Credit card,53.55,3355.02,4,0
2196,45.0,0.0,One year,DSL,Yes,Credit card,83.27,0.0,1,0
2292,45.0,15.0,Month-to-month,Fiber optic,Yes,Mailed check,43.69,747.56,1,0
1586,38.0,4.0,Month-to-month,Fiber optic,Yes,Mailed check,64.77,289.95,2,1
2513,18.0,5.0,One year,DSL,No,Bank transfer,66.95,305.94,3,0
1724,48.0,26.0,Month-to-month,DSL,Yes,Credit card,54.77,1433.39,1,0
1183,52.0,13.0,Two year,Fiber optic,Yes,Mailed check,46.01,569.8,1,0
1403,46.0,24.0, Month-to-month ,DSL,Yes,Mailed check,83.78,2102.72,0,0
2580,48.0,7.0,Month-to-month,Fiber optic,Yes,Credit card,72.75,571.56,1,1
1058,50.0,1.0,One year,FIBER OPTIC,No,Credit card,84.57,89.98,0,0
1511,44.0,60.0,Month-to-month,Fiber optic,No,Credit card,45.53,2889.07,1,0
1441,45.0,40.0,Month-to-month,No,No,Mailed check,29.59,,2,0
2537,37.0,1.0,One year,Fiber optic,Yes,Credit card,64.64,69.53,1,0
1541,28.0,6.0,One year,Fiber optic,No,Bank transfer,65.06,343.55,2,0
2931,52.0,17.0,One year,No,No,Bank transfer,48.46,873.28,5,1
1711,44.0,45.0,Month-to-month,No,No,Mailed check,30.86,1518.73,2,0
1508,46.0,19.0,Month-to-month,Fiber optic,No,Electronic check,61.7,1134.63,4,0
2212,34.0,3.0,One year,No,No,Mailed check,30.11,81.27,2,1
1477,50.0,9.0,Two year,DSL,Yes,Bank transfer,72.43,675.17,1,0
1909,77.0,23.0,Month-to-month,No,Yes,Bank transfer,35.15,705.32,3,1
2397,30.0,0.0,One year,No,Yes,Electronic check,66.73,0.0,2,0
1633,39.0,7.0,Two year,Fiber optic,No,Credit card,94.46,704.09,1,1
1462,35.0,16.0, Two year ,DSL,Yes,Credit card,76.51,1347.4,4,0
2056,45.0,5.0,Two year,Fiber optic,No,Credit card,30.18,157.23,2,0
2723,54.0,62.0,Month-to-month,Fiber optic,No,Credit card,69.71,4048.33,0,0
2390,52.0,4.0,One year,Fiber optic,Yes,Mailed check,35.05,131.52,0,0
2145,45.0,5.0,One year,Fiber optic,Yes,Bank transfer,88.95,433.57,2,1
2025,52.0,72.0,One year,Fiber optic,No,Electronic check,57.26,3976.29,1,0
1601,31.0,12.0,Two year,No,No,Credit card,71.59,813.92,2,1
1436,69.0,16.0,Month-to-month,DSL,No,Credit card,45.47,619.13,0,0
2247,33.0,22.0,Month-to-month,Fiber optic,Yes,Bank transfer,46.03,876.57,1,0
2630,52.0,8.0,Two year,DSL,No,Electronic check,109.62,881.02,0,0
1194,48.0,4.0,Month-to-month,FIBER OPTIC,No,Electronic check,76.61,345.48,4,1
2867,62.0,13.0,Month-to-month,No,No,Electronic check,58.06,747.89,2,0
1522,35.0,25.0,Month-to-month,Fiber optic,No,Mailed check,103.97,2966.52,1,0
1842,28.0,8.0,Two year,No,No,Credit card,70.67,551.07,1,0
2804,18.0,11.0,Two year,No,Yes,Bank transfer,29.72,308.19,0,0
2366,45.0,67.0,Two year,No,Yes,Credit card,60.11,4015.92,2,0
2113,52.0,14.0,Month-to-month,DSL,No,Credit card,79.45,1268.98,1,0
2406,24.0,5.0,Month-to-month,Fiber optic,Yes,Credit card,82.79,456.73,2,0
2108,36.0,8.0, One year ,Fiber optic,No,Credit card,68.16,594.58,3,0
1387,73.0,4.0,Month-to-month,No,Yes,Electronic check,101.18,389.04,1,0
1956,50.0,46.0,Month-to-month,Fiber optic,No,Mailed check,62.49,3229.86,0,0
2040,70.0,3.0,Two year,Fiber optic,No,Mailed check,26.38,81.44,1,0
2268,34.0,9.0,Month-to-month,Fiber optic,No,Credit card,68.27,655.49,1,1
1768,36.0,13.0,Month-to-month,DSL,No,Credit card,79.79,1162.07,0,1
2387,68.0,16.0,One year,Fiber optic,Yes,Credit card,67.9,1129.28,0,0
1728,37.0,37.0,Month-to-month,Fiber optic,No,Bank transfer,68.86,2263.5,1,0
1265,26.0,4.0,Month-to-month,DSL,No,Electronic check,61.22,280.25,2,1
1568,18.0,27.0,One year,No,No,Bank transfer,48.75,1358.45,2,0
2833,49.0,1.0,Month-to-month,Fiber optic,Yes,Electronic check,62.72,59.33,3,0
1457,29.0,36.0,Month-to-month,DSL,No,Electronic check,135.37,5492.09,0,0
2766,78.0,71.0,Month-to-month,DSL,Yes,Bank transfer,24.2,1853.61,3,0
2728,51.0,10.0,One year,No,No,Credit card,60.16,605.22,2,0
2702,55.0,9.0,Two year,Fiber optic,Yes,Mailed check,27.6,214.75,1,0
2121,63.0,12.0,Month-to-month,Fiber optic,Yes,Electronic check,79.81,846.46,1,1
1273,45.0,5.0,Month-to-month,No,No,Credit card,59.61,312.05,3,0
2313,53.0,19.0,Two year,DSL,No,Bank transfer,55.67,1136.9,3,0
1546,54.0,4.0,One year,DSL,Yes,Electronic check,63.6,218.1,3,0
1611,44.0,7.0,Month-to-month,No,Yes,Credit card,37.74,255.29,3,1
2221,50.0,2.0,Month-to-month,DSL,No,Electronic check,17.15,30.67,1,0
1046,38.0,3.0,Month-to-month,Fiber optic,No,Electronic check,56.52,146.36,2,1
1309,42.0,1.0,Two year,Fiber optic,No,Mailed check,74.49,74.77,2,0
1258,52.0,28.0,Month-to-month,Fiber optic,No,Bank transfer,61.25,1577.28,2,0
2161,79.0,66.0,One year,DSL,No,Electronic check,58.59,3953.84,0,0
1651,62.0,10.0,Month-to-month,Fiber optic,Yes,Electronic check,87.3,838.01,1,1
2346,18.0,26.0,Two year,No,Yes,Bank transfer,65.08,1444.88,2,0
2876,37.0,8.0,One year,No,Yes,Bank transfer,72.34,564.59,2,1
2611,22.0,17.0,One year,Fiber optic,Yes,Credit card,52.25,846.68,1,0
1188,32.0,72.0,Month-to-month,DSL,Yes,Electronic check,15.0,1091.23,2,0
1407,43.0,24.0,Month-to-month,Fiber optic,No,Bank transfer,56.99,1370.93,0,0
1315,45.0,17.0,Month-to-month,DSL,No,Bank transfer,56.95,988.98,0,0
2395,48.0,10.0,Two year,DSL,Yes,Electronic check,105.89,1180.92,1,0
2999,34.0,21.0,Two year,Fiber optic,No,Electronic check,103.51,2469.66,0,0
1429,19.0,0.0,Month-to-month,Fiber optic,Yes,Electronic check,62.8,0.0,2,1
2342,52.0,28.0,Month-to-month,DSL,No,Bank transfer,103.36,2774.23,1,1
2379,72.0,22.0,Month-to-month,Fiber optic,Yes,Credit card,101.32,2363.9,2,0
1192,48.0,9.0,One year,Fiber optic,Yes,Electronic check,38.94,317.32,2,0
1871,33.0,0.0,Month-to-month,DSL,No,Electronic check,111.23,0.0,3,1
2963,55.0,13.0,Month-to-month,DSL,No,Credit card,80.97,1189.54,1,0
1763,44.0,21.0,One year,No,No,Credit card,23.18,552.32,0,0
2284,33.0,35.0,Month-to-month,Fiber optic,No,Credit card,49.8,,1,0
1311,61.0,4.0,Month-to-month,DSL,No,Mailed check,61.75,265.62,4,1
1794,29.0,20.0,Month-to-month,Fiber optic,Yes,Credit card,49.81,944.69,1,0
1018,31.0,5.0,Month-to-month,DSL,No,Credit card,31.26,179.49,1,0
1920,61.0,36.0,One year,Fiber optic,No,Bank transfer,35.33,1433.98,0,0
2483,39.0,6.0,Month-to-month,No,No,Credit card,26.12,175.55,1,1
1017,50.0,7.0,Month-to-month,DSL,Yes,Electronic check,92.05,669.33,0,0
2463,32.0,10.0,Month-to-month,Fiber optic,Yes,Credit card,58.22,590.17,0,1
2690,54.0,24.0, One year ,Fiber optic,No,Mailed check,48.97,1242.16,3,0
2318,36.0,11.0,Month-to-month,DSL,Yes,Credit card,71.7,809.99,2,0
1917,48.0,24.0,Month-to-month,No,No,Credit card,71.64,1816.35,2,1
2367,31.0,10.0,Month-to-month,Fiber optic,Yes,Mailed check,91.5,964.84,1,1
1504,35.0,6.0,One year,Fiber optic,Yes,Bank transfer,95.87,574.97,2,1
2748,48.0,3.0,Month-to-month,Fiber optic,No,Electronic check,56.32,158.52,4,1
2994,50.0,5.0,Month-to-month,Fiber optic,No,Credit card,94.19,443.0,1,0
2211,35.0,36.0,Two year,No,No,Mailed check,63.57,2517.77,0,0
2455,19.0,3.0,One year,Fiber optic,Yes,Mailed check,91.78,267.14,2,0
2971,18.0,0.0,Month-to-month,Fiber optic,Yes,Credit card,64.34,0.0,3,1
2090,44.0,7.0,Month-to-month,FIBER OPTIC,No,Credit card,59.22,449.57,2,1
1421,71.0,14.0, Two year ,DSL,Yes,Mailed check,29.86,459.87,1,0
2104,62.0,35.0,Month-to-month,DSL,No,Electronic check,60.23,1930.01,3,1
2260,53.0,1.0,Month-to-month,Fiber optic,Yes,Mailed check,15.0,14.27,1,0
1665,47.0,24.0,Month-to-month,Fiber optic,Yes,Electronic check,90.89,1864.11,2,1
1371,52.0,7.0,Month-to-month,DSL,No,Bank transfer,112.26,769.55,2,0
1994,30.0,3.0,Month-to-month,Fiber optic,Yes,Electronic check,60.29,166.75,1,0
2757,59.0,2.0,One year,No,Yes,Bank transfer,15.0,32.42,0,0
2530,47.0,29.0,Month-to-month,DSL,Yes,Electronic check,30.49,904.59,4,0
1880,83.0,40.0,Month-to-month,Fiber optic,Yes,Credit card,73.08,3258.5,0,0
1564,63.0,25.0,Month-to-month,DSL,Yes,Electronic check,89.75,1985.08,0,0
1542,53.0,12.0,Month-to-month,DSL,No,Credit card,91.76,1187.66,4,0
2776,36.0,33.0,Month-to-month,DSL,No,Mailed check,99.08,3553.08,5,0
2636,31.0,3.0,Two year,Fiber optic,No,Mailed check,54.28,159.37,4,0
2297,41.0,21.0,Month-to-month,DSL,Yes,Bank transfer,105.24,2386.13,3,0
2124,70.0,26.0,Month-to-month,DSL,No,Credit card,67.03,1629.29,0,0
2062,62.0,17.0,Month-to-month,No,No,Mailed check,66.14,1097.57,1,1
1427,55.0,1.0,Two year,DSL,No,Mailed check,82.4,76.04,2,0
2170,56.0,12.0,One year,No,No,Electronic check,33.25,353.22,1,0
